src_claim_id,dst_claim_id,src_paper,src_kind,src_label,src_section,src_line_start,src_line_end,dst_paper,dst_kind,dst_label,dst_section,dst_line_start,dst_line_end
GLC2:remark:auto0133@L9433,GLC2:theorem:t:Whit self-dual gen,GLC2,remark,,Compatibility of the critical FLE with duality,9433,9447,GLC2,theorem,t:Whit self-dual gen,Geometric Satake and Casselman-Shalika formula: recollections,2033,2035
GLC2:remark:auto0133@L9433,GLC2:theorem:t:self duality opers mer,GLC2,remark,,Compatibility of the critical FLE with duality,9433,9447,GLC2,theorem,t:self duality opers mer,Compatibility of the critical FLE with duality,9417,9422
GLC2:lemma:l:passage Whit av,GLC2:remark:r:indep char,GLC2,lemma,l:passage Whit av,The coefficient and Poincar\'e functor(s),10226,10231,GLC2,remark,r:indep char,Geometric Satake and Casselman-Shalika formula: recollections,2055,2069
GLC2:remark:auto0137@L10359,GLC2:lemma:l:passage Whit av,GLC2,remark,,The coefficient and Poincar\'e functor(s),10359,10365,GLC2,lemma,l:passage Whit av,The coefficient and Poincar\'e functor(s),10226,10231
GLC2:remark:auto0137@L10359,GLC2:proposition:p:Poinc exist,GLC2,remark,,The coefficient and Poincar\'e functor(s),10359,10365,GLC2,proposition,p:Poinc exist,The coefficient and Poincar\'e functor(s),10355,10357
GLC2:remark:auto0137@L10359,GLC2:remark:r:CS again,GLC2,remark,,The coefficient and Poincar\'e functor(s),10359,10365,GLC2,remark,r:CS again,Geometric Satake and Casselman-Shalika formula: recollections,2592,2606
GLC2:corollary:c:existence of the twising,GLC2:corollary:c:Nick 1,GLC2,corollary,c:existence of the twising,The localization functor,10910,10923,GLC2,corollary,c:Nick 1,The localization functor,10899,10903
GLC2:remark:auto0143@L10964,GLC2:corollary:c:QCoh co alg stacks,GLC2,remark,,The localization functor,10964,10968,GLC2,corollary,c:QCoh co alg stacks,Ind-coherent sheaves in infinite type,21372,21376
GLC2:remark:r:ignore ren Rep L+G for ^*,GLC2:remark:r:ignore ren Rep L+G for _*,GLC2,remark,r:ignore ren Rep L+G for ^*,The localization functor,11438,11453,GLC2,remark,r:ignore ren Rep L+G for _*,The localization functor,11170,11210
GLC2:remark:r:loc f.d,GLC2:proposition:p:fiber of localization,GLC2,remark,r:loc f.d,The localization functor,11614,11640,GLC2,proposition,p:fiber of localization,The localization functor,11608,11612
GLC2:remark:auto0153@L11773,GLC2:proposition:p:Loc as dual x,GLC2,remark,,The localization functor,11773,11801,GLC2,proposition,p:Loc as dual x,The localization functor,11748,11768
GLC2:remark:auto0153@L11773,GLC2:remark:r:loc f.d,GLC2,remark,,The localization functor,11773,11801,GLC2,remark,r:loc f.d,The localization functor,11614,11640
GLC2:remark:auto0155@L11955,GLC2:corollary:c:!-dir image ps-proper,GLC2,remark,,Digression: local-to-global functors and unitality,11955,11961,GLC2,corollary,c:!-dir image ps-proper,Unital structures,27716,27721
GLC2:remark:auto0155@L11955,GLC2:corollary:c:integration ps-proper,GLC2,remark,,Digression: local-to-global functors and unitality,11955,11961,GLC2,corollary,c:integration ps-proper,Unital structures,27740,27746
GLC2:lemma:l:untl contr,GLC2:corollary:c:integration ps-proper,GLC2,lemma,l:untl contr,Digression: local-to-global functors and unitality,12836,12838,GLC2,corollary,c:integration ps-proper,Unital structures,27740,27746
GLC2:lemma:l:untl contr,GLC2:lemma:l:int over Ran and Ran untl,GLC2,lemma,l:untl contr,Digression: local-to-global functors and unitality,12836,12838,GLC2,lemma,l:int over Ran and Ran untl,Unital structures,28178,28180
GLC2:lemma:l:untl contr,GLC2:lemma:l:non untl to untl cofinal,GLC2,lemma,l:untl contr,Digression: local-to-global functors and unitality,12836,12838,GLC2,lemma,l:non untl to untl cofinal,Unital structures,28190,28192
GLC2:lemma:l:untl contr,GLC2:lemma:l:pr small untl,GLC2,lemma,l:untl contr,Digression: local-to-global functors and unitality,12836,12838,GLC2,lemma,l:pr small untl,Digression: local-to-global functors and unitality,12759,12763
GLC2:proposition:p:unitality as a property,GLC2:lemma:l:non untl to untl cofinal,GLC2,proposition,p:unitality as a property,Digression: local-to-global functors and unitality,13205,13212,GLC2,lemma,l:non untl to untl cofinal,Unital structures,28190,28192
GLC2:corollary:c:A B lemma,GLC2:lemma:l:AB nat trans abs,GLC2,corollary,c:A B lemma,Digression: local-to-global functors and unitality,13487,13489,GLC2,lemma,l:AB nat trans abs,Digression: local-to-global functors and unitality,13418,13420
GLC2:remark:auto0168@L13672,GLC2:theorem:t:localization and oblv,GLC2,remark,,Properties of the localization functor,13672,13677,GLC2,theorem,t:localization and oblv,Properties of the localization functor,13668,13670
GLC2:theorem:t:localization and oblv orig,GLC2:theorem:t:localization and oblv,GLC2,theorem,t:localization and oblv orig,Properties of the localization functor,13690,13693,GLC2,theorem,t:localization and oblv,Properties of the localization functor,13668,13670
GLC2:corollary:c:localization and oblv,GLC2:theorem:t:localization and oblv,GLC2,corollary,c:localization and oblv,Properties of the localization functor,13709,13719,GLC2,theorem,t:localization and oblv,Properties of the localization functor,13668,13670
GLC2:corollary:c:localization and oblv fact hom int,GLC2:proposition:p:fiber of localization,GLC2,corollary,c:localization and oblv fact hom int,Properties of the localization functor,13779,13789,GLC2,proposition,p:fiber of localization,The localization functor,11608,11612
GLC2:corollary:c:localization and oblv fact hom int,GLC2:theorem:t:localization and oblv orig,GLC2,corollary,c:localization and oblv fact hom int,Properties of the localization functor,13779,13789,GLC2,theorem,t:localization and oblv orig,Properties of the localization functor,13690,13693
GLC2:remark:auto0173@L13926,GLC2:proposition:p:fiber of localization,GLC2,remark,,Properties of the localization functor,13926,13934,GLC2,proposition,p:fiber of localization,The localization functor,11608,11612
GLC2:corollary:c:localization and restr fact hom Int,GLC2:proposition:p:localization restr ult,GLC2,corollary,c:localization and restr fact hom Int,Properties of the localization functor,14134,14144,GLC2,proposition,p:localization restr ult,Properties of the localization functor,14078,14080
GLC2:remark:auto0179@L14158,GLC2:corollary:c:A B categ,GLC2,remark,,Properties of the localization functor,14158,14180,GLC2,corollary,c:A B categ,Digression: local-to-global functors and unitality,13526,13528
GLC2:remark:auto0179@L14158,GLC2:corollary:c:localization and oblv,GLC2,remark,,Properties of the localization functor,14158,14180,GLC2,corollary,c:localization and oblv,Properties of the localization functor,13709,13719
GLC2:remark:auto0179@L14158,GLC2:proposition:p:localization restr ult,GLC2,remark,,Properties of the localization functor,14158,14180,GLC2,proposition,p:localization restr ult,Properties of the localization functor,14078,14080
GLC2:remark:auto0179@L14158,GLC2:theorem:t:localization and oblv,GLC2,remark,,Properties of the localization functor,14158,14180,GLC2,theorem,t:localization and oblv,Properties of the localization functor,13668,13670
GLC2:remark:r:Omega as Chev,GLC2:proposition:p:Loc as dual,GLC2,remark,r:Omega as Chev,Properties of the localization functor,14375,14393,GLC2,proposition,p:Loc as dual,The localization functor,11808,11837
GLC2:corollary:c:unip localization,GLC2:theorem:t:unip localization,GLC2,corollary,c:unip localization,Properties of the localization functor,14543,14546,GLC2,theorem,t:unip localization,Properties of the localization functor,14520,14523
GLC2:corollary:c:unip localization chi,GLC2:remark:r:Omega as Chev,GLC2,corollary,c:unip localization chi,Properties of the localization functor,14588,14601,GLC2,remark,r:Omega as Chev,Properties of the localization functor,14375,14393
GLC2:corollary:c:unip localization chi,GLC2:theorem:t:unip localization,GLC2,corollary,c:unip localization chi,Properties of the localization functor,14588,14601,GLC2,theorem,t:unip localization,Properties of the localization functor,14520,14523
GLC2:remark:auto0186@L14795,GLC2:corollary:c:ch homology as left adj,GLC2,remark,,Properties of the localization functor,14795,14805,GLC2,corollary,c:ch homology as left adj,Unital structures,29063,29072
GLC2:remark:auto0186@L14795,GLC2:proposition:p:hor sect,GLC2,remark,,Properties of the localization functor,14795,14805,GLC2,proposition,p:hor sect,Horizontal sections of affine D-schemes,35558,35561
GLC2:lemma:auto0187@L14925,GLC2:lemma:l:rel fact homology,GLC2,lemma,,Properties of the localization functor,14925,14939,GLC2,lemma,l:rel fact homology,Unital structures,29152,29154
GLC2:lemma:auto0187@L14925,GLC2:theorem:t:unip localization,GLC2,lemma,,Properties of the localization functor,14925,14939,GLC2,theorem,t:unip localization,Properties of the localization functor,14520,14523
GLC2:theorem:t:int loc over BunN kappa,GLC2:corollary:c:A B lemma,GLC2,theorem,t:int loc over BunN kappa,Properties of the localization functor,15057,15071,GLC2,corollary,c:A B lemma,Digression: local-to-global functors and unitality,13487,13489
GLC2:theorem:t:int loc over BunN kappa,GLC2:corollary:c:localization and restr fact hom Int,GLC2,theorem,t:int loc over BunN kappa,Properties of the localization functor,15057,15071,GLC2,corollary,c:localization and restr fact hom Int,Properties of the localization functor,14134,14144
GLC2:theorem:t:int loc over BunN kappa,GLC2:theorem:t:unip localization,GLC2,theorem,t:int loc over BunN kappa,Properties of the localization functor,15057,15071,GLC2,theorem,t:unip localization,Properties of the localization functor,14520,14523
GLC2:theorem:t:int loc over BunN kappa chi,GLC2:remark:r:ignore ren Rep L+G for _*,GLC2,theorem,t:int loc over BunN kappa chi,Properties of the localization functor,15135,15148,GLC2,remark,r:ignore ren Rep L+G for _*,The localization functor,11170,11210
GLC2:theorem:t:int loc over BunN kappa chi,GLC2:theorem:t:Loc is loc,GLC2,theorem,t:int loc over BunN kappa chi,Properties of the localization functor,15135,15148,GLC2,theorem,t:Loc is loc,Localization via the infinitesimal Hecke groupoid,15723,15727
GLC2:theorem:t:int loc over BunN kappa chi,GLC2:theorem:t:localization and oblv orig,GLC2,theorem,t:int loc over BunN kappa chi,Properties of the localization functor,15135,15148,GLC2,theorem,t:localization and oblv orig,Properties of the localization functor,13690,13693
GLC2:theorem:t:Nick monad,GLC2:theorem:t:localization and oblv orig,GLC2,theorem,t:Nick monad,Localization via the infinitesimal Hecke groupoid,15682,15710,GLC2,theorem,t:localization and oblv orig,Properties of the localization functor,13690,13693
GLC2:theorem:t:Loc is loc,GLC2:theorem:t:Loc is loc QCoh,GLC2,theorem,t:Loc is loc,Localization via the infinitesimal Hecke groupoid,15723,15727,GLC2,theorem,t:Loc is loc QCoh,Localization via the infinitesimal Hecke groupoid,15746,15748
GLC2:lemma:l:loc crit,GLC2:theorem:t:Loc is loc,GLC2,lemma,l:loc crit,Localization via the infinitesimal Hecke groupoid,15788,15790,GLC2,theorem,t:Loc is loc,Localization via the infinitesimal Hecke groupoid,15723,15727
GLC2:lemma:l:loc crit,GLC2:theorem:t:Loc is loc QCoh,GLC2,lemma,l:loc crit,Localization via the infinitesimal Hecke groupoid,15788,15790,GLC2,theorem,t:Loc is loc QCoh,Localization via the infinitesimal Hecke groupoid,15746,15748
GLC2:remark:auto0194@L15910,GLC2:lemma:l:loc crit,GLC2,remark,,Localization via the infinitesimal Hecke groupoid,15910,15925,GLC2,lemma,l:loc crit,Localization via the infinitesimal Hecke groupoid,15788,15790
GLC2:remark:auto0194@L15910,GLC2:proposition:p:Loc as dual,GLC2,remark,,Localization via the infinitesimal Hecke groupoid,15910,15925,GLC2,proposition,p:Loc as dual,The localization functor,11808,11837
GLC2:remark:auto0194@L15910,GLC2:theorem:t:Loc is loc,GLC2,remark,,Localization via the infinitesimal Hecke groupoid,15910,15925,GLC2,theorem,t:Loc is loc,Localization via the infinitesimal Hecke groupoid,15723,15727
GLC2:remark:auto0194@L15910,GLC2:theorem:t:Loc is loc QCoh,GLC2,remark,,Localization via the infinitesimal Hecke groupoid,15910,15925,GLC2,theorem,t:Loc is loc QCoh,Localization via the infinitesimal Hecke groupoid,15746,15748
GLC2:remark:auto0194@L15910,GLC2:theorem:t:Nick 1,GLC2,remark,,Localization via the infinitesimal Hecke groupoid,15910,15925,GLC2,theorem,t:Nick 1,The localization functor,10894,10897
GLC2:remark:auto0196@L16132,GLC2:corollary:c:two pairings coarse,GLC2,remark,,Localization via the infinitesimal Hecke groupoid,16132,16148,GLC2,corollary,c:two pairings coarse,The critical FLE,7566,7571
GLC2:remark:auto0196@L16132,GLC2:lemma:l:AB nat trans abs,GLC2,remark,,Localization via the infinitesimal Hecke groupoid,16132,16148,GLC2,lemma,l:AB nat trans abs,Digression: local-to-global functors and unitality,13418,13420
GLC2:remark:auto0196@L16132,GLC2:proposition:p:Loc as dual,GLC2,remark,,Localization via the infinitesimal Hecke groupoid,16132,16148,GLC2,proposition,p:Loc as dual,The localization functor,11808,11837
GLC2:remark:auto0196@L16132,GLC2:theorem:t:Loc is loc,GLC2,remark,,Localization via the infinitesimal Hecke groupoid,16132,16148,GLC2,theorem,t:Loc is loc,Localization via the infinitesimal Hecke groupoid,15723,15727
GLC2:remark:auto0196@L16132,GLC2:theorem:t:Loc is loc QCoh,GLC2,remark,,Localization via the infinitesimal Hecke groupoid,16132,16148,GLC2,theorem,t:Loc is loc QCoh,Localization via the infinitesimal Hecke groupoid,15746,15748
GLC2:remark:auto0196@L16132,GLC2:theorem:t:int loc over BunN kappa chi,GLC2,remark,,Localization via the infinitesimal Hecke groupoid,16132,16148,GLC2,theorem,t:int loc over BunN kappa chi,Properties of the localization functor,15135,15148
GLC2:remark:r:simplify Loc and coeff,GLC2:theorem:t:Loc and coeff,GLC2,remark,r:simplify Loc and coeff,The composition of localization and coefficient functors,16462,16499,GLC2,theorem,t:Loc and coeff,The composition of localization and coefficient functors,16444,16460
GLC2:remark:r:simplify Loc and coeff,GLC2:theorem:t:vac coeff of Loc,GLC2,remark,r:simplify Loc and coeff,The composition of localization and coefficient functors,16462,16499,GLC2,theorem,t:vac coeff of Loc,The composition of localization and coefficient functors,16389,16400
GLC2:remark:r:Hecke at x,GLC2:corollary:c:Hecke crit Loc ult,GLC2,remark,r:Hecke at x,The Hecke eigen-property of critical localization,16897,16911,GLC2,corollary,c:Hecke crit Loc ult,The Hecke eigen-property of critical localization,17542,17546
GLC2:remark:r:Hecke at x,GLC2:proposition:p:Hecke crit Loc,GLC2,remark,r:Hecke at x,The Hecke eigen-property of critical localization,16897,16911,GLC2,proposition,p:Hecke crit Loc,The Hecke eigen-property of critical localization,17240,17245
GLC2:remark:r:Hecke at x,GLC2:theorem:t:Hecke crit Loc,GLC2,remark,r:Hecke at x,The Hecke eigen-property of critical localization,16897,16911,GLC2,theorem,t:Hecke crit Loc,The Hecke eigen-property of critical localization,16872,16895
GLC2:remark:r:Hecke at x,GLC2:theorem:t:ins vac reg,GLC2,remark,r:Hecke at x,The Hecke eigen-property of critical localization,16897,16911,GLC2,theorem,t:ins vac reg,The Hecke eigen-property of critical localization,17010,17039
GLC2:remark:auto0205@L17043,GLC2:theorem:t:Hecke crit Loc,GLC2,remark,,The Hecke eigen-property of critical localization,17043,17058,GLC2,theorem,t:Hecke crit Loc,The Hecke eigen-property of critical localization,16872,16895
GLC2:remark:auto0205@L17043,GLC2:theorem:t:ins vac reg,GLC2,remark,,The Hecke eigen-property of critical localization,17043,17058,GLC2,theorem,t:ins vac reg,The Hecke eigen-property of critical localization,17010,17039
GLC2:remark:auto0206@L17092,GLC2:theorem:t:ins vac reg,GLC2,remark,,The Hecke eigen-property of critical localization,17092,17110,GLC2,theorem,t:ins vac reg,The Hecke eigen-property of critical localization,17010,17039
GLC2:remark:r:grpd acts on KL,GLC2:remark:r:Hecke at x,GLC2,remark,r:grpd acts on KL,The Hecke eigen-property of critical localization,17113,17142,GLC2,remark,r:Hecke at x,The Hecke eigen-property of critical localization,16897,16911
GLC2:remark:r:grpd acts on KL,GLC2:theorem:t:Hecke crit Loc,GLC2,remark,r:grpd acts on KL,The Hecke eigen-property of critical localization,17113,17142,GLC2,theorem,t:Hecke crit Loc,The Hecke eigen-property of critical localization,16872,16895
GLC2:remark:r:grpd acts on KL,GLC2:theorem:t:ins vac reg,GLC2,remark,r:grpd acts on KL,The Hecke eigen-property of critical localization,17113,17142,GLC2,theorem,t:ins vac reg,The Hecke eigen-property of critical localization,17010,17039
GLC2:remark:r:unital for KL Op,GLC2:remark:r:grpd acts on KL,GLC2,remark,r:unital for KL Op,The Hecke eigen-property of critical localization,17323,17327,GLC2,remark,r:grpd acts on KL,The Hecke eigen-property of critical localization,17113,17142
GLC2:remark:auto0211@L17361,GLC2:proposition:p:Hecke crit Loc,GLC2,remark,,The Hecke eigen-property of critical localization,17361,17365,GLC2,proposition,p:Hecke crit Loc,The Hecke eigen-property of critical localization,17240,17245
GLC2:remark:auto0211@L17361,GLC2:remark:r:unital for KL Op,GLC2,remark,,The Hecke eigen-property of critical localization,17361,17365,GLC2,remark,r:unital for KL Op,The Hecke eigen-property of critical localization,17323,17327
GLC2:remark:auto0211@L17361,GLC2:theorem:t:Hecke crit Loc,GLC2,remark,,The Hecke eigen-property of critical localization,17361,17365,GLC2,theorem,t:Hecke crit Loc,The Hecke eigen-property of critical localization,16872,16895
GLC2:corollary:c:Hecke crit Loc,GLC2:corollary:c:get rid of parameters,GLC2,corollary,c:Hecke crit Loc,The Hecke eigen-property of critical localization,17476,17480,GLC2,corollary,c:get rid of parameters,Unital local-to-global functors and monoidal actions,38201,38220
GLC2:corollary:c:Hecke crit Loc,GLC2:proposition:p:Hecke crit Loc,GLC2,corollary,c:Hecke crit Loc,The Hecke eigen-property of critical localization,17476,17480,GLC2,proposition,p:Hecke crit Loc,The Hecke eigen-property of critical localization,17240,17245
GLC2:corollary:c:Hecke crit Loc ult,GLC2:corollary:c:Hecke crit Loc bis,GLC2,corollary,c:Hecke crit Loc ult,The Hecke eigen-property of critical localization,17542,17546,GLC2,corollary,c:Hecke crit Loc bis,The Hecke eigen-property of critical localization,17505,17509
GLC2:corollary:c:Hecke crit Loc ult,GLC2:proposition:p:Op duality mon-free Opers,GLC2,corollary,c:Hecke crit Loc ult,The Hecke eigen-property of critical localization,17542,17546,GLC2,proposition,p:Op duality mon-free Opers,Ind-coherent sheaves on monodromy-free opers,4391,4393
GLC2:corollary:c:Hecke crit Loc ult,GLC2:proposition:p:Ups mon-free Op,GLC2,corollary,c:Hecke crit Loc ult,The Hecke eigen-property of critical localization,17542,17546,GLC2,proposition,p:Ups mon-free Op,Ind-coherent sheaves on monodromy-free opers,4599,4601
GLC2:corollary:c:Hecke crit Loc ult,GLC2:theorem:t:critical FLE,GLC2,corollary,c:Hecke crit Loc ult,The Hecke eigen-property of critical localization,17542,17546,GLC2,theorem,t:critical FLE,The critical FLE,7087,7089
GLC2:remark:auto0216@L17596,GLC2:remark:r:indep com,GLC2,remark,,The Hecke eigen-property of critical localization,17596,17602,GLC2,remark,r:indep com,The Hecke eigen-property of critical localization,17848,17879
GLC2:remark:auto0216@L17596,GLC2:theorem:t:Hecke crit Loc,GLC2,remark,,The Hecke eigen-property of critical localization,17596,17602,GLC2,theorem,t:Hecke crit Loc,The Hecke eigen-property of critical localization,16872,16895
GLC2:lemma:l:approx mod,GLC2:lemma:l:fact hom R,GLC2,lemma,l:approx mod,The Hecke eigen-property of critical localization,17676,17680,GLC2,lemma,l:fact hom R,Horizontal sections of affine D-schemes,35818,35824
GLC2:lemma:l:approx mod,GLC2:lemma:l:mixed with poles,GLC2,lemma,l:approx mod,The Hecke eigen-property of critical localization,17676,17680,GLC2,lemma,l:mixed with poles,Horizontal sections of affine D-schemes,35933,35938
GLC2:remark:r:indep com,GLC2:theorem:t:ins vac reg,GLC2,remark,r:indep com,The Hecke eigen-property of critical localization,17848,17879,GLC2,theorem,t:ins vac reg,The Hecke eigen-property of critical localization,17010,17039
GLC2:lemma:l:base change poles at x,GLC2:lemma:l:mixed with poles,GLC2,lemma,l:base change poles at x,The Hecke eigen-property of critical localization,17924,17930,GLC2,lemma,l:mixed with poles,Horizontal sections of affine D-schemes,35933,35938
GLC2:remark:auto0220@L18190,GLC2:lemma:l:Rep G act on KM,GLC2,remark,,The Hecke eigen-property of critical localization,18190,18197,GLC2,lemma,l:Rep G act on KM,The Feigin-Frenkel isomorphism and its applications,6932,6942
GLC2:remark:auto0220@L18190,GLC2:lemma:l:approx mod,GLC2,remark,,The Hecke eigen-property of critical localization,18190,18197,GLC2,lemma,l:approx mod,The Hecke eigen-property of critical localization,17676,17680
GLC2:remark:auto0220@L18190,GLC2:lemma:l:base change poles at x,GLC2,remark,,The Hecke eigen-property of critical localization,18190,18197,GLC2,lemma,l:base change poles at x,The Hecke eigen-property of critical localization,17924,17930
GLC2:remark:auto0220@L18190,GLC2:theorem:t:ins vac reg,GLC2,remark,,The Hecke eigen-property of critical localization,18190,18197,GLC2,theorem,t:ins vac reg,The Hecke eigen-property of critical localization,17010,17039
GLC2:lemma:l:base change poles at x better,GLC2:lemma:l:base change poles at x,GLC2,lemma,l:base change poles at x better,The Hecke eigen-property of critical localization,18389,18404,GLC2,lemma,l:base change poles at x,The Hecke eigen-property of critical localization,17924,17930
GLC2:lemma:l:base change poles at x better,GLC2:lemma:l:iota Y mer to reg restr,GLC2,lemma,l:base change poles at x better,The Hecke eigen-property of critical localization,18389,18404,GLC2,lemma,l:iota Y mer to reg restr,Horizontal sections of affine D-schemes,36170,36172
GLC2:lemma:l:base change poles at x better,GLC2:lemma:l:unital restr categ univ,GLC2,lemma,l:base change poles at x better,The Hecke eigen-property of critical localization,18389,18404,GLC2,lemma,l:unital restr categ univ,Unital structures,30556,30560
GLC2:lemma:l:base change poles at x better,GLC2:theorem:t:ins vac reg,GLC2,lemma,l:base change poles at x better,The Hecke eigen-property of critical localization,18389,18404,GLC2,theorem,t:ins vac reg,The Hecke eigen-property of critical localization,17010,17039
GLC2:lemma:l:reg to mf fact module comparison,GLC2:lemma:l:fact res crit,GLC2,lemma,l:reg to mf fact module comparison,Proof of \thmref{t:ins vac reg},18717,18720,GLC2,lemma,l:fact res crit,Factorization patterns,26762,26789
GLC2:lemma:l:action is strictly unital,GLC2:theorem:t:ins vac reg,GLC2,lemma,l:action is strictly unital,Proof of \thmref{t:ins vac reg},18930,18934,GLC2,theorem,t:ins vac reg,The Hecke eigen-property of critical localization,17010,17039
GLC2:proposition:p:ins vac reg mf pre QCoh,GLC2:lemma:l:approx mod,GLC2,proposition,p:ins vac reg mf pre QCoh,Proof of \thmref{t:ins vac reg},19086,19093,GLC2,lemma,l:approx mod,The Hecke eigen-property of critical localization,17676,17680
GLC2:proposition:p:ins vac reg mf pre QCoh,GLC2:lemma:l:base change poles at x,GLC2,proposition,p:ins vac reg mf pre QCoh,Proof of \thmref{t:ins vac reg},19086,19093,GLC2,lemma,l:base change poles at x,The Hecke eigen-property of critical localization,17924,17930
GLC2:proposition:p:ins vac reg mf pre QCoh,GLC2:lemma:l:fact res crit,GLC2,proposition,p:ins vac reg mf pre QCoh,Proof of \thmref{t:ins vac reg},19086,19093,GLC2,lemma,l:fact res crit,Factorization patterns,26762,26789
GLC2:proposition:p:ins vac reg mf pre QCoh,GLC2:theorem:t:Poinc spec * vs !,GLC2,proposition,p:ins vac reg mf pre QCoh,Proof of \thmref{t:ins vac reg},19086,19093,GLC2,theorem,t:Poinc spec * vs !,Spectral Poincar\'e functor(s),19919,19924
GLC2:proposition:p:ev and duality,GLC2:lemma:l:IndCoh* vs QCohco on mer adj,GLC2,proposition,p:ev and duality,Spectral Poincar\'e functor(s),19452,19461,GLC2,lemma,l:IndCoh* vs QCohco on mer adj,Spectral Poincar\'e functor(s),19398,19400
GLC2:lemma:l:local to global Op ^! on ! mf,GLC2:lemma:l:local to global Op ^! on !,GLC2,lemma,l:local to global Op ^! on ! mf,Spectral Poincar\'e functor(s),19585,19587,GLC2,lemma,l:local to global Op ^! on !,Spectral Poincar\'e functor(s),19254,19256
GLC2:lemma:l:local to global Op ^! on ! mf,GLC2:proposition:p:mon-free to all,GLC2,lemma,l:local to global Op ^! on ! mf,Spectral Poincar\'e functor(s),19585,19587,GLC2,proposition,p:mon-free to all,Ind-coherent sheaves on monodromy-free opers,3657,3669
GLC2:proposition:p:ev and duality mf,GLC2:lemma:l:ev and iota,GLC2,proposition,p:ev and duality mf,Spectral Poincar\'e functor(s),19760,19769,GLC2,lemma,l:ev and iota,Spectral Poincar\'e functor(s),19671,19673
GLC2:proposition:p:ev and duality mf,GLC2:proposition:p:ev and duality,GLC2,proposition,p:ev and duality mf,Spectral Poincar\'e functor(s),19760,19769,GLC2,proposition,p:ev and duality,Spectral Poincar\'e functor(s),19452,19461
GLC2:remark:auto0234@L19926,GLC2:theorem:t:Poinc spec * vs !,GLC2,remark,,Spectral Poincar\'e functor(s),19926,19933,GLC2,theorem,t:Poinc spec * vs !,Spectral Poincar\'e functor(s),19919,19924
GLC2:proposition:p:Poinc to QCoh,GLC2:lemma:l:Poinc intertwines Sph,GLC2,proposition,p:Poinc to QCoh,Spectral Poincar\'e functor(s),20026,20031,GLC2,lemma,l:Poinc intertwines Sph,Spectral Poincar\'e functor(s),19992,19995
GLC2:proposition:p:Poinc to QCoh,GLC2:proposition:p:opers is temp,GLC2,proposition,p:Poinc to QCoh,Spectral Poincar\'e functor(s),20026,20031,GLC2,proposition,p:opers is temp,Proof of the pointwise version of the critical FLE,8487,8489
GLC2:remark:auto0239@L20062,GLC2:proposition:p:Poinc to QCoh,GLC2,remark,,Spectral Poincar\'e functor(s),20062,20066,GLC2,proposition,p:Poinc to QCoh,Spectral Poincar\'e functor(s),20026,20031
GLC2:remark:auto0239@L20062,GLC2:theorem:t:Loc and coeff,GLC2,remark,,Spectral Poincar\'e functor(s),20062,20066,GLC2,theorem,t:Loc and coeff,The composition of localization and coefficient functors,16444,16460
GLC2:remark:auto0239@L20062,GLC2:theorem:t:Poinc spec * vs !,GLC2,remark,,Spectral Poincar\'e functor(s),20062,20066,GLC2,theorem,t:Poinc spec * vs !,Spectral Poincar\'e functor(s),19919,19924
GLC2:remark:auto0241@L20174,GLC2:remark:r:simplify Loc and coeff,GLC2,remark,,Spectral Poincar\'e functor(s),20174,20189,GLC2,remark,r:simplify Loc and coeff,The composition of localization and coefficient functors,16462,16499
GLC2:remark:auto0241@L20174,GLC2:theorem:t:Loc and coeff,GLC2,remark,,Spectral Poincar\'e functor(s),20174,20189,GLC2,theorem,t:Loc and coeff,The composition of localization and coefficient functors,16444,16460
GLC2:remark:auto0241@L20174,GLC2:theorem:t:spec Poinc and Gamma,GLC2,remark,,Spectral Poincar\'e functor(s),20174,20189,GLC2,theorem,t:spec Poinc and Gamma,Spectral Poincar\'e functor(s),20158,20172
GLC2:theorem:t:spec Poinc and Gamma vac,GLC2:corollary:c:indep action from conv,GLC2,theorem,t:spec Poinc and Gamma vac,Spectral Poincar\'e functor(s),20200,20210,GLC2,corollary,c:indep action from conv,Unital local-to-global functors and monoidal actions,38087,38093
GLC2:theorem:t:spec Poinc and Gamma vac,GLC2:lemma:l:IndCoh* vs QCohco on mer adj,GLC2,theorem,t:spec Poinc and Gamma vac,Spectral Poincar\'e functor(s),20200,20210,GLC2,lemma,l:IndCoh* vs QCohco on mer adj,Spectral Poincar\'e functor(s),19398,19400
GLC2:theorem:t:spec Poinc and Gamma vac,GLC2:proposition:p:global section modules,GLC2,theorem,t:spec Poinc and Gamma vac,Spectral Poincar\'e functor(s),20200,20210,GLC2,proposition,p:global section modules,Horizontal sections of affine D-schemes,35960,35971
GLC2:proposition:p:L coarse Whit compat,GLC2:lemma:l:Vac coeff loc vs glob,GLC2,proposition,p:L coarse Whit compat,The Langlands functor,20385,20395,GLC2,lemma,l:Vac coeff loc vs glob,The coefficient and Poincar\'e functor(s),10673,10687
GLC2:remark:auto0245@L20537,GLC2:remark:r:no Ran temp,GLC2,remark,,The Langlands functor,20537,20550,GLC2,remark,r:no Ran temp,Proof of the pointwise version of the critical FLE,8308,8320
GLC2:proposition:p:L coarse Sph compat,GLC2:corollary:c:integrated actions,GLC2,proposition,p:L coarse Sph compat,The Langlands functor,20556,20564,GLC2,corollary,c:integrated actions,Unital local-to-global functors and monoidal actions,38048,38055
