claim_id,paper_key,env,kind,opt_title,label,section,subsection,subsubsection,statement_preview,statement_sha256,tex_file,line_start,line_end
GLC2:definition:auto0162@L13172,GLC2,defn,definition,,,Digression: local-to-global functors and unitality,,,We shall say that $\ul\sF$ has a global unital property if it satisfies Axioms 1 and 2.,1f246e4533df9ee5098520516d624fecbf2b7378b349d8057d44730f2b48f716,gaits2.tex,13172,13174
GLC2:proposition:p:unitality as a property,GLC2,prop,proposition,,p:unitality as a property,Digression: local-to-global functors and unitality,,,"\label{p:unitality as a property} The composite functor $$\on{Funct}^{\on{loc}\to \on{glob},\on{untl}}(\ul\bC^{\on{loc}},\bC^{\on{glob}})\to \on{Funct}^{\on{loc}\to \on{glob},\on{lax-untl}}(\ul\bC^{\on{loc}},\bC^{\on{glob}})\to \on{Funct}^{\on{loc}\to \on{glob}}(\ul\bC^{\on{loc}}…",5c5f9bf5df046f677cd7cba642b6a623ef3a235ba587467f1c2d10c95f3a89e1,gaits2.tex,13205,13212
GLC2:lemma:l:AB nat trans abs,GLC2,lem,lemma,,l:AB nat trans abs,Digression: local-to-global functors and unitality,,,\label{l:AB nat trans abs} The natural transformation \eqref{e:AB nat trans abs} is an isomorphism.,424e58ff1f7560605111f11b7388711575cebfb556c1de267f8acf80bf799acf,gaits2.tex,13418,13420
GLC2:corollary:c:A B lemma,GLC2,cor,corollary,,c:A B lemma,Digression: local-to-global functors and unitality,,,\label{c:A B lemma} The natural transformation \eqref{e:AB} is an isomorphism.,d00fc7720e2e029a4693bcfc60aa89f94e16b35c46d6cdd14e0a17ea3e450425,gaits2.tex,13487,13489
GLC2:corollary:c:A B categ,GLC2,cor,corollary,,c:A B categ,Digression: local-to-global functors and unitality,,,\label{c:A B categ} The natural transformation \eqref{e:two fact categ} is an isomorphism.,ef880c2e6cdb5c31543d3220328347e4df1b2449ee913800e7ba8b0deaf6439d,gaits2.tex,13526,13528
GLC2:theorem:t:localization and oblv,GLC2,thm,theorem,,t:localization and oblv,Properties of the localization functor,,,\label{t:localization and oblv} The natural transformation \eqref{e:localization oblv sheaves int} is an isomorphism.,5bd827f215cd112320dc681d0d03fa80775f72f586890ee05a7958f726799273,gaits2.tex,13668,13670
GLC2:remark:auto0168@L13672,GLC2,rem,remark,,,Properties of the localization functor,,,"One can interpret \thmref{t:localization and oblv} as follows: the natural transformation \eqref{e:localization oblv sheaves} fails to be an isomorphism because the right-hand side is unital (i.e., insertion of vacuum does not change the value of the functor), but the left-hand s…",35fdfe23131b07bc9cfa78ca41d71feed214e8bddbf952959ba06b8b7faaef2e,gaits2.tex,13672,13677
GLC2:theorem:t:localization and oblv orig,GLC2,thm,theorem,,t:localization and oblv orig,Properties of the localization functor,,,\label{t:localization and oblv orig} The natural transformation in \eqref{e:localization oblv diagram} becomes an isomorphism after precomposing with $\int \on{ins.vac}$.,0879db8569d050be4aa48bb6660a5215fc9f6c6aa835bb473a485bc7fb7cd9df,gaits2.tex,13690,13693
GLC2:corollary:c:localization and oblv,GLC2,cor,corollary,,c:localization and oblv,Properties of the localization functor,,,"\label{c:localization and oblv} We have a commutative diagram $$ \CD \Dmod_\kappa(\Bun_G) & @>{\oblv^l_\kappa}>> & \QCoh(\Bun_G) \\ @A{\Loc_{G,\kappa}}AA & & @AA{\Loc_G^{\on{\QCoh}}}A \\ \KL(G)_{\kappa,\Ran} @>{\int \on{ins.vac}}>> \KL(G)_{\kappa,\Ran} @>{\oblv^{(\hg,\fL^+(G))_\k…",5c3f80d625238d412d229e9bbdc3d3893a86b307004fc3a63e89e1a1008faaee,gaits2.tex,13709,13719
GLC2:corollary:c:localization and oblv fact hom,GLC2,cor,corollary,,c:localization and oblv fact hom,Properties of the localization functor,,,"\label{c:localization and oblv fact hom} We have a commutative diagram \begin{equation} \label{e:localization and oblv fact hom} \CD \Dmod_\kappa(\Bun_G)\otimes \ul\Dmod(\Ran) @>{\oblv^l_\kappa\otimes \on{Id}}>> \QCoh(\Bun_G)\otimes \ul\Dmod(\Ran) \\ @A{\ul{\Loc}_{G,\kappa}}AA @A…",afa9bf93e051784f9886e031d7a1a9140571343d68b887d84814a57237ef7b48,gaits2.tex,13765,13775
GLC2:corollary:c:localization and oblv fact hom int,GLC2,cor,corollary,,c:localization and oblv fact hom int,Properties of the localization functor,,,"\label{c:localization and oblv fact hom int} We have a commutative diagram \begin{equation} \label{e:localization and oblv fact hom int} \CD \Dmod_\kappa(\Bun_G) @>{\oblv^l_\kappa}>> \QCoh(\Bun_G) \\ @A{\Loc_{G,\kappa}}AA @AA{\on{C}^{\on{fact}}_\cdot(X,\BV_{G,\kappa},-)^{\Loc_G^{…",9f1f6f10f85bdab6627dcb8084b775565ce9e1d4045dae4c5fb2124fd5291bd7,gaits2.tex,13779,13789
GLC2:remark:auto0173@L13926,GLC2,rem,remark,,,Properties of the localization functor,,,"An alternative proof of the latter assertion can be found in \cite[Corollary 6.4.4]{FraG} in the special case when the coefficient module is the vacuum representation. \medskip However, the method from \cite{FraG} easily adapts to the present setting and can also be used to repro…",57e6aa3922317f5444c8b8df43a1c6f4e6448003041b84950be86fa2dc492eaa,gaits2.tex,13926,13934
GLC2:proposition:p:localization restr ult,GLC2,prop,proposition,,p:localization restr ult,Properties of the localization functor,,,\label{p:localization restr ult} The natural transformation \eqref{e:localization restr sheaves int} is an isomorphism.,d7688c8d84d2cdf0a9654773c6038e7e56cd74e8db3e6479019d8fab27de164f,gaits2.tex,14078,14080
GLC2:proposition:p:localization restr orig,GLC2,prop,proposition,,p:localization restr orig,Properties of the localization functor,,,\label{p:localization restr orig} The natural transformation in \eqref{e:Loc restr diag} becomes an isomorphism after precomposing with $\int \on{ins.vac}$.,aad3bce0b6f32ad394e1b399cf8f42d164c4c3bd2daedec39a40c86cf36d47e4,gaits2.tex,14087,14090
GLC2:corollary:c:localization and restr,GLC2,cor,corollary,,c:localization and restr,Properties of the localization functor,,,"\label{c:localization and restr} We have a commutative diagram $$ \CD \Dmod_\kappa(\Bun_G) & @>{(\phi^{\on{glob}})^!_\kappa}>> & \Dmod_\kappa(\Bun_{G'}) \\ @A{\Loc_{G,\kappa}}AA & & @AA{\Loc_{G',\kappa}}A \\ \KL(G)_{\kappa,\Ran} @>{\int \on{ins.vac}}>> \KL(G)_{\kappa,\Ran} @>{\on…",5f5e84f5ad08cb9a212946e61c7771e5a0676677ebc762b3bfad1785d6bcb521,gaits2.tex,14092,14101
GLC2:corollary:c:localization and restr fact hom,GLC2,cor,corollary,,c:localization and restr fact hom,Properties of the localization functor,,,\label{c:localization and restr fact hom} We have a commutative diagram \begin{equation} \label{e:localization and restr fact hom} \CD \Dmod_\kappa(\Bun_G)\otimes \ul\Dmod(\Ran) @>{(\phi^{\on{glob}})^!_\kappa\otimes \on{Id}}>> \Dmod_\kappa(\Bun_{G'}) \otimes \ul\Dmod(\Ran) \\ @A{…,a111ea6f29628234b8cd50cfa5f2d2b2bd64110a7148381bc9d920a4fcbe3ba0,gaits2.tex,14120,14130
GLC2:corollary:c:localization and restr fact hom Int,GLC2,cor,corollary,,c:localization and restr fact hom Int,Properties of the localization functor,,,"\label{c:localization and restr fact hom Int} We have a commutative diagram \begin{equation} \label{e:localization and restr fact hom Int} \CD \Dmod_\kappa(\Bun_G) @>{(\phi^{\on{glob}})^!_\kappa}>> \Dmod_\kappa(\Bun_{G'}) \\ @A{\Loc_{G,\kappa}}AA @AA{\ul{\on{C}}^{\on{fact}}_\cdot…",ff520fa508c3c62ea42b2a08d2c7006287f64e6544b3526948746ed16d3358ef,gaits2.tex,14134,14144
GLC2:remark:auto0179@L14158,GLC2,rem,remark,,,Properties of the localization functor,,,The idea of the proof is the following: the diagram $$ \CD \QCoh(\Bun_G)@>{(\phi^{\on{glob}})^*}>> \QCoh(\Bun_{G'}) \\ @A{\Loc^{\QCoh}_G}AA @AA{\Loc^{\QCoh}_{G'}}A \\ \Rep(\fL^+(G))_\Ran @>{\on{res}^\phi}>> \Rep(\fL^+(G'))_\Ran \endCD $$ commutes tautologically. \medskip Combinin…,ef4f8d08a72dd5c6f8788277d3ae34ac68f149f2b292c5604f1e087eeed1db8f,gaits2.tex,14158,14180
GLC2:remark:r:Omega as Chev,GLC2,rem,remark,,r:Omega as Chev,Properties of the localization functor,,,"\label{r:Omega as Chev} Note also that $\Omega(\fn')$ is the commutative factorization algebra canonically isomorphic to $$\on{Fact}(\on{C}^\cdot_{\on{chev}}(L_{\fn'})),$$ where: \begin{itemize} \item $L_{\fn'}$ is the Lie-* algebra $\fn'\otimes \on{D}_X$; \medskip \item For a Li…",d0981ebd583d567141fd1d9c0663e7b76136237e1de3ff92338d477d5bcc65ce,gaits2.tex,14375,14393
GLC2:theorem:t:unip localization,GLC2,thm,theorem,,t:unip localization,Properties of the localization functor,,,\label{t:unip localization} The natural transformation \eqref{e:unip localization} becomes an isomorphism after precomposing with the endofunctor $$\int \on{ins.vac}:\KL(N')_\Ran\to \KL(N')_\Ran.$$,ca158509b7a5b40d9c96e5fb76c1f6c1dc8afa7b70df61402bf2c04a38d714c9,gaits2.tex,14520,14523
GLC2:corollary:c:unip localization,GLC2,cor,corollary,,c:unip localization,Properties of the localization functor,,,\label{c:unip localization} There exists a canonical isomorphism between \eqref{e:unip localization LHS rewrite} and the functor \eqref{e:unip localization RHS}.,466bea442ad38c29e6bcef5c702b3a55bc51d7705f2cea185e39e5cb823eb9a4,gaits2.tex,14543,14546
GLC2:theorem:t:unip localization chi,GLC2,thm,theorem,,t:unip localization chi,Properties of the localization functor,,,\label{t:unip localization chi} The map \eqref{e:unip localization chi} becomes an isomorphism after precomposing with $$\int \on{ins.vac}:\KL(N')_\Ran\to \KL(N')_\Ran.$$,03b9485cc411e35c4bbe532a4e7b358a26fbac6dff1cfd818343994e72b9c827,gaits2.tex,14583,14586
GLC2:corollary:c:unip localization chi,GLC2,cor,corollary,,c:unip localization chi,Properties of the localization functor,,,"\label{c:unip localization chi} There exists a canonical isomorphism between \begin{equation} \label{e:unip localization chi LHS rewrite} \KL(N')_\Ran \overset{\BRST^{\on{enh}}_{\fn',\chi}}\longrightarrow \Omega(\fn')\mod^{\on{fact}}_\Ran \overset{\on{C}^{\on{fact}}_\cdot(X,\Omeg…",0a2041af1fd75d8537a30643190db5967ed92b9ef550b30829514c54bcd8fbe3,gaits2.tex,14588,14601
GLC2:remark:auto0185@L14752,GLC2,rem,remark,,,Properties of the localization functor,,,"Using cohomological truncations on powers of $X$ one can show: \smallskip \noindent{(i)} $\on{C}^{\on{fact}}_\cdot(X,\Omega(L))$ is coconnective. \smallskip \noindent{(ii)} Suppose that $L$ is such that $H^0(\on{C}^\cdot_\dr(X,L))=0$. Then $\on{C}^{\on{fact}}_\cdot(X,\Omega(L))$…",b2e78ce0af49f80128155a94ff58cb65ec1ee3364f420206b04499266c646e70,gaits2.tex,14752,14765
GLC2:remark:auto0186@L14795,GLC2,rem,remark,,,Properties of the localization functor,,,"Recall that \eqref{e:glob funct sect} is an isomorphism for $\CY$ that is affine over $X$, see \propref{p:hor sect}. So we want to prove that $\CY=\on{Jets}(\on{pt}/N')$ is not too different from the affine case. \medskip The proof below follows closely that of \propref{p:hor sec…",ea09ba461513203818a5dd6ec9cd2ffea15c59910ea7892c1caa0e3b60e13679,gaits2.tex,14795,14805
GLC2:lemma:auto0187@L14925,GLC2,lem,lemma,,,Properties of the localization functor,,,"Let $R_1\to R$ be a map of commutative algebras in $\Vect$. Assume that: \begin{itemize} \item $R_1$ is as good as connective; \item For any homomorphism $R_1\to R'$ with $R'$ connective, the base change $R'\underset{R_1}\otimes R$ is as good as connective. \end{itemize} Then $R$…",d404c9ff822c53ce9e6234197dae86e5bf853c7c0be5db5f4e323eb7c7972856,gaits2.tex,14925,14939
GLC2:theorem:t:int loc over BunN kappa,GLC2,thm,theorem,,t:int loc over BunN kappa,Properties of the localization functor,,,"\label{t:int loc over BunN kappa} The composition \begin{equation} \label{e:int loc over BunN kappa 1} \KL(G)_{\kappa,\Ran} \overset{\Loc_{G,\kappa}}\longrightarrow \Dmod_\kappa(\Bun_G)\overset{\fp^!_\kappa} \to \Dmod(\Bun_{N,\CP_T}) \overset{\on{C}^\cdot_\dr(\Bun_{N,\CP_T},-)}\l…",73bce63dcd8230c919c609518e0de0fcde56afb4d1b5f950ec39ee1d0cfdbcd5,gaits2.tex,15057,15071
GLC2:theorem:t:int loc over BunN kappa chi,GLC2,thm,theorem,,t:int loc over BunN kappa chi,Properties of the localization functor,,,"\label{t:int loc over BunN kappa chi} The composition \begin{multline*} \KL(G)_{\kappa,\Ran} \overset{\Loc_{G,\kappa}}\longrightarrow \Dmod_\kappa(\Bun_G)\overset{\fp^!_\kappa} \to \Dmod(\Bun_{N,\CP_T}) \overset{-\overset{*}\otimes \chi^*(\on{exp})}\longrightarrow \\ \to \Dmod(\B…",c44b201889bcacbc3c21321dd506828c291c4eb205abf8172e283bf7c56053e1,gaits2.tex,15135,15148
GLC2:theorem:t:Nick monad,GLC2,thm,theorem,,t:Nick monad,Localization via the infinitesimal Hecke groupoid,,,"\label{t:Nick monad} For any $\CZ\to \Ran$, the natural transformation in the diagram $$ \xy (40,20)*+{\QCoh(\Bun_G)\otimes \Dmod(\CZ)}=""P""; (110,20)*+{\QCoh(\Bun_G)\otimes \Dmod(\CZ)}=""P'""; (40,0)*+{\QCoh(\Bun_G)\otimes \Dmod(\CZ^{\subseteq})}=""Z""; (40,-20)*+{\QCoh(\Bun_G)\otime…",cc8a130cf89fa9372a913e0298a631e2d13bd9e2d392befc1a42b96e59685e52,gaits2.tex,15682,15710
GLC2:theorem:t:Loc is loc,GLC2,thm,theorem,,t:Loc is loc,Localization via the infinitesimal Hecke groupoid,,,"\label{t:Loc is loc} Let $U\overset{j}\hookrightarrow \Bun_G$ be a quasi-compact open substack. Then the functor $$\Loc_{G,\kappa,U}:=j^*\circ \Loc_{G,\kappa}, \quad \KL(G)_{\kappa,\Ran}\to \Dmod_\kappa(U)$$ is a \emph{localization}.\footnote{I.e., its right adjoint is fully fait…",7495015e5d679638f2b786911ff789e304c03acefa6f70d9ed4c9d5653a87af6,gaits2.tex,15723,15727
GLC2:theorem:t:Loc is loc QCoh,GLC2,thm,theorem,,t:Loc is loc QCoh,Localization via the infinitesimal Hecke groupoid,,,"\label{t:Loc is loc QCoh} If $U$ is quasi-compact, then the functor $\Loc_{G,U}^\QCoh$ is a localization.",68caff0e53843552ea6267da7adf5350a5138884cfa8d1426a9d1f900cfcdb54,gaits2.tex,15746,15748
GLC2:lemma:l:loc crit,GLC2,lem,lemma,,l:loc crit,Localization via the infinitesimal Hecke groupoid,,,\label{l:loc crit} The functor $F$ is a localization if and only if \eqref{e:unit to unit cat} is an isomorphism.,19c531b06fb2461a61a75012450e637d3c6ca6eb6d43ab119e48b4671870113f,gaits2.tex,15788,15790
GLC2:remark:auto0194@L15910,GLC2,rem,remark,,,Localization via the infinitesimal Hecke groupoid,,,"Here is the reason the retraction appears: \medskip There are two copies of the Ran space that play a role: one is in \thmref{t:Loc is loc QCoh}, and the other is \thmref{t:Nick 1}. To achieve fully faithfulness of \eqref{e:Gamma U}, we need both of these copies, and that is how…",0752189f633ce10c9a717f0d72a1dfd08fb139e03d620394d1c7a0b53126f070,gaits2.tex,15910,15925
GLC2:remark:e:unit to unit KL BunG,GLC2,rem,remark,,e:unit to unit KL BunG,Localization via the infinitesimal Hecke groupoid,,,"The maps \eqref{e:unit to unit KL U} are compatible under $U\subset U'$. Hence, once we establish the isomorphism \eqref{e:unit to unit KL U}, we will have established an isomorphism \begin{equation} \label{e:unit to unit KL BunG} \Loc_{G\times G,(\kappa,\kappa')}((\fCDO(G)_{\kap…",5e74f9a5e767f9ec09b83eb4b6dbb577e75844831e322af66451b056e42c4eff,gaits2.tex,16107,16116
GLC2:remark:auto0196@L16132,GLC2,rem,remark,,,Localization via the infinitesimal Hecke groupoid,,,"The idea of the proof that \eqref{e:Loc isom to prove} is an equivalence is that we will identify this map with the map obtained by applying $\ind^l_\kappa\otimes \on{Id}$ to the map \eqref{e:Loc diag}. \medskip This is not completely automatic, since the functor the natural tran…",6584b7e123dab3850c92759b72c953becadc36049225f2af106423d399620f24,gaits2.tex,16132,16148
GLC2:theorem:t:vac coeff of Loc prel,GLC2,thm,theorem,,t:vac coeff of Loc prel,The composition of localization and coefficient functors,,,"\label{t:vac coeff of Loc prel} The composition \begin{multline*} \KL(G)_{\crit,\Ran} \overset{\Loc_{G,\crit}}\longrightarrow \Dmod_\crit(\Bun_G)\overset{\fp^!_\crit}\to \Dmod(\Bun_{N,\rho(\omega_X)}) \overset{-\overset{*}\otimes \chi^*(\on{exp})}\longrightarrow \\ \to \Dmod(\Bun…",c1e3a688628b8d7344e3988dd3826028228d263f1b41954fdc1e17b2aa4ee27e,gaits2.tex,16341,16356
GLC2:theorem:t:vac coeff of Loc,GLC2,thm,theorem,,t:vac coeff of Loc,The composition of localization and coefficient functors,,,"\label{t:vac coeff of Loc} The composition $$\KL(G)_{\crit,\Ran} \overset{\Loc_G}\longrightarrow \Dmod_{\frac{1}{2}}(\Bun_G) \overset{\on{coeff}_G^{\on{Vac}}}\longrightarrow \Vect \overset{-\otimes \fl^{\otimes \frac{1}{2}}_{G,N_{\rho(\omega_X)}} \otimes \fl^{\otimes -1}_{N_{\rho…",831c65f24a5b32b40c140357514a5af8058b8c582524bee4335425e737627818,gaits2.tex,16389,16400
GLC2:theorem:t:Loc and coeff,GLC2,thm,theorem,,t:Loc and coeff,The composition of localization and coefficient functors,,,"\label{t:Loc and coeff} The functor \eqref{e:Loc and coeff pairing} identifies canonically with \begin{multline} \label{e:Loc and coeff pairing 1} \KL(G)_{\crit,\Ran} \otimes \Whit_*(G)_\Ran \overset{\on{ins.vac}_\Ran\otimes \on{ins.unit}_\Ran}\longrightarrow \KL(G)_{\crit,\Ran^{…",e3e6dad0e653458876722148e734163babccbece9f3a4f38a2218dab4f741388,gaits2.tex,16444,16460
GLC2:remark:r:simplify Loc and coeff,GLC2,rem,remark,,r:simplify Loc and coeff,The composition of localization and coefficient functors,,,"\label{r:simplify Loc and coeff} Note that the functor \eqref{e:Loc and coeff pairing 1}, appearing in \thmref{t:Loc and coeff} can also be rewritten as \begin{multline} \label{e:Loc and coeff pairing 1.5} \KL(G)_{\crit,\Ran} \otimes \Whit_*(G)_\Ran \overset{\on{ins.vac}_\Ran\oti…",0e27746f49e4fb23a855d76104109d1da71eeddcd091e5ef1994d4ab43c00283,gaits2.tex,16462,16499
GLC2:theorem:t:Hecke crit Loc,GLC2,thmconstr,theorem,,t:Hecke crit Loc,The Hecke eigen-property of critical localization,,,"\label{t:Hecke crit Loc} There exists a canonically defined functor $$\Loc^\Op_{G,\crit,\CZ}:\KL(G)^{\Op^{\on{glob}}}_{\crit,\CZ}\to \Dmod_\crit(\Bun_G)\otimes \Dmod(\CZ)$$ such that: \smallskip \noindent{\em(a)} The functor $$\Loc_{G,\crit,\CZ}:\KL(G)_{\crit,\CZ}\to \Dmod_\crit(…",a2c194a82eadf435c5830d1dd01799f059e720c6f0e6b299733c4620c7eb68c4,gaits2.tex,16872,16895
GLC2:remark:r:Hecke at x,GLC2,rem,remark,,r:Hecke at x,The Hecke eigen-property of critical localization,,,"\label{r:Hecke at x} The Hecke eigen-property of the functor $\Loc^\Op_{G,\crit,\CZ}$ formulated in point (b) of \thmref{t:Hecke crit Loc} is not quite the full Hecke property one wants: \medskip For example, when $\CZ=\on{pt}$ and $\CZ\to \Ran$ corresponds to $\ul{x}\in \Ran$, t…",bcdbff6f0bf286f742fcc29385524d33bb34a93c32c545f168590fee99601f92,gaits2.tex,16897,16911
GLC2:remark:auto0203@L16927,GLC2,rem,remark,,,The Hecke eigen-property of critical localization,,,"Note that $\Op^{\mf\rightsquigarrow\reg}_{\cG,\Ran^{\subseteq}}$ is exactly the geometric object that encodes the unital-in-correspondences structure on $\Op^\mf_\cG$, see \secref{sss:unital on mf}.",aec2b768838608d563858dfdf603db88718438ec4a2252c51bd20dbd9261cf5c,gaits2.tex,16927,16932
GLC2:theorem:t:ins vac reg,GLC2,thmconstr,theorem,,t:ins vac reg,The Hecke eigen-property of critical localization,,,"\label{t:ins vac reg} There exists a canonically defined functor \begin{equation} \label{e:ins vac reg mf} \KL(G)^{\Op^{\on{loc}}_\cG}_\crit \overset{\on{ins.vac}^{\mf\rightsquigarrow\reg}}\longrightarrow (\on{pr}_{\on{small}})_*\circ (\on{pr}_{\on{big}})^*(\KL(G)_\crit), \end{eq…",af4f92177b9edd695d34153cc774f14de5503b8c4c9b8c09439790a13de243bf,gaits2.tex,17010,17039
GLC2:remark:auto0205@L17043,GLC2,rem,remark,,,The Hecke eigen-property of critical localization,,,"Note that \thmref{t:ins vac reg} sounds semantically close to \thmref{t:Hecke crit Loc}. And indeed, \thmref{t:Hecke crit Loc} will be deduced from \thmref{t:ins vac reg} by a manipulation that involves factorization homology. \medskip Yet, \thmref{t:ins vac reg} is purely local,…",277a30ba8e58f2395287c9886e37f0457ef89f5e8bd748c51df05ed8dc44a909,gaits2.tex,17043,17058
GLC2:remark:auto0206@L17092,GLC2,rem,remark,,,The Hecke eigen-property of critical localization,,,"In the proof of \thmref{t:ins vac reg} that we will give, we will avoid using the FLE. We do this for aesthetical reasons: the construction of the functor \thmref{t:ins vac reg} is more or less tautological if one says the right words. \medskip However, if we use the FLE, there w…",c91f70d41a6e98183eab0ecb651509a354d9d20a086a23423c60a31008a20c65,gaits2.tex,17092,17110
GLC2:remark:r:grpd acts on KL,GLC2,rem,remark,,r:grpd acts on KL,The Hecke eigen-property of critical localization,,,"\label{r:grpd acts on KL} Note that the space $\Op^{\mf\rightsquigarrow\reg}_{\cG,\Ran^{\subseteq}}$, equipped with the maps \eqref{e:groupoid squig}, has a structure of groupoid\footnote{This groupoid structure is part of the structure of being unital-in-correspondences, see \se…",15d99db013da683d3ba3bff84a2233fc3fc0b21fa7549b4b1ebc990e7dde5c23,gaits2.tex,17113,17142
GLC2:proposition:p:Hecke crit Loc,GLC2,prop,proposition,,p:Hecke crit Loc,The Hecke eigen-property of critical localization,,,"\label{p:Hecke crit Loc} The functor \eqref{e:Loc Op added} intertwines the actions of $\Rep(\cG)_{\CZ^{\subseteq}}$ on the two sides, where the action of $\Rep(\cG)_{\CZ^{\subseteq}}$ on the left-hand sides is the one specified in \secref{sss:action Rep subset}, and on the right…",c1e0df210216b2c4f88f8110e92f37a4fec72ef3583e7e9faaefab8c7cbf2528,gaits2.tex,17240,17245
GLC2:lemma:l:ten prod glob mixed Op,GLC2,lem,lemma,,l:ten prod glob mixed Op,The Hecke eigen-property of critical localization,,,"\label{l:ten prod glob mixed Op} The functor $$\QCoh(\Op^{\mf\rightsquigarrow\reg}_\cG)_{\CZ^{\subseteq}}\underset{\QCoh(\Op^\mf_\cG)_{\CZ^{\subseteq}}}\otimes \QCoh(\Op^{\mf,\on{glob}}_\cG)_{\CZ^{\subseteq}} \to \QCoh(\Op^{\mf\rightsquigarrow\reg,\on{glob}}_\cG)_{\CZ^{\subseteq}…",312cb7c5c70fc77468e0cf98ac9c570432e14993431c7d5b595e54b7a50ec7fd,gaits2.tex,17270,17276
GLC2:remark:r:unital for KL Op,GLC2,rem,remark,,r:unital for KL Op,The Hecke eigen-property of critical localization,,,"\label{r:unital for KL Op} In the spirit of Remark \ref{r:grpd acts on KL}, one can show that the functors \eqref{e:unital for KL Op} upgrade to a \emph{local unital structure} (see \secref{sss:unitality loc} for what this means) on the crystal of categories over $\Ran$ given by…",7c3ad513cd4d0552979900a548ce7504614ebfa379466d56fe4e4e4cda9e9bd0,gaits2.tex,17323,17327
GLC2:remark:auto0211@L17361,GLC2,rem,remark,,,The Hecke eigen-property of critical localization,,,In the spirit of Remark \ref{r:unital for KL Op} one can show that the isomorphism between \eqref{e:Loc Op added 1} and \eqref{e:Loc Op added 2} upgrades to a \emph{unital structure} (see \secref{sss:strictly unital} for what this means) on the assignment \eqref{e:Loc Op added 0}…,2b46946b330505c63812a49b127d170a0d090681d29b8f96502fa27063cee739,gaits2.tex,17361,17365
GLC2:corollary:c:Hecke crit Loc,GLC2,cor,corollary,,c:Hecke crit Loc,The Hecke eigen-property of critical localization,,,"\label{c:Hecke crit Loc} The functor $$\Loc^\Op_{G,\crit,\CZ}:\KL(G)^{\Op^{\on{glob}}}_{\crit,\CZ}\to \Dmod_\crit(\Bun_G)\otimes \Dmod(\CZ)$$ is compatible with the action of $\Rep(\cG)_{\Ran^{\on{untl}},\on{indep}}\otimes \Dmod(\CZ)$.",7a76208378482d291bb6c377e74b79d1b83d948e92853720d3434828ed2e2c4f,gaits2.tex,17476,17480
GLC2:corollary:c:Hecke crit Loc bis,GLC2,cor,corollary,,c:Hecke crit Loc bis,The Hecke eigen-property of critical localization,,,"\label{c:Hecke crit Loc bis} The functor $$\Loc^\Op_{G,\crit,\CZ}:\KL(G)^{\Op^{\on{glob}}}_{\crit,\CZ}\to \Dmod_\crit(\Bun_G)\otimes \Dmod(\CZ)$$ is compatible with the action of $(\Rep(\cG)_\Ran)^\star$.",97631a5785b72243947997545bea912a9adf7c98d7730914f63c801f902ea8a1,gaits2.tex,17505,17509
GLC2:corollary:c:Hecke crit Loc bis bis,GLC2,cor,corollary,,c:Hecke crit Loc bis bis,The Hecke eigen-property of critical localization,,,"\label{c:Hecke crit Loc bis bis} The functor $\Loc^\Op_{G,\crit,\int_\CZ}$ is compatible with the action of $(\Rep(\cG)_\Ran)^\star$ on the two sides.",ea789ec3b7900ccf5e9d1dca4b11e8a285f478c312464c87fc18a68d241fd6d9,gaits2.tex,17526,17530
GLC2:corollary:c:Hecke crit Loc ult,GLC2,cor,corollary,,c:Hecke crit Loc ult,The Hecke eigen-property of critical localization,,,"\label{c:Hecke crit Loc ult} The the functor $\Loc^\Op_{G,\crit}$ is compatible with the action of $(\Rep(\cG)_\Ran)^\star$ (with the convolution monoidal structure) on the two sides.",32ebe526f903d6bc05328e57f7c0e191c28308dadd9268c03b12a87ae5dd1927,gaits2.tex,17542,17546
GLC2:remark:auto0216@L17596,GLC2,rem,remark,,,The Hecke eigen-property of critical localization,,,"The case that is actually considered in \cite{BD1} is when $\sigma$ is a regular oper. In our language, this corresponds replacing $\KL(G)^{\Op^{\on{glob}}}_{\crit,\CZ}$ with $$\KL(G)^\reg_{\crit,\CZ}\underset{\QCoh(\Op^\reg_\cG)_\CZ}\otimes (\QCoh(\Op_\cG(X))\otimes \Dmod(\CZ)),…",9e15918d052d3d4054bf20386ec6a6c9e295ba2da2e3c6e72e81eb106998e772,gaits2.tex,17596,17602
GLC2:lemma:l:approx mod,GLC2,lem,lemma,,l:approx mod,The Hecke eigen-property of critical localization,,,"\label{l:approx mod} For any $\IndCoh^!(\Op^\mf_{\cG,\ul{x}})$-module category $\bC$, the naturally defined functor $$\underset{R}{\on{colim}}\, \on{Funct}_{\IndCoh^!(\Op^\mf_{\cG,\ul{x}})}(\IndCoh^!(Y),\bC)\to \bC$$ is an equivalence.",9bead4d1f4b8e35ba2443f756139032449aaac8c9dfe99e7b300e6c786913299,gaits2.tex,17676,17680
GLC2:remark:r:indep com,GLC2,rem,remark,,r:indep com,The Hecke eigen-property of critical localization,,,\label{r:indep com} A simplified version of the above argument proves the following statement: \medskip Let $\CA$ be a commutative factorization algebra. Consider the factorization category $\CA\mod^{\on{com}}$ as a unital sheaf of categories on $\Ran$. Consider the local-to-glob…,65146510a998cab0a5bb283ec087f1c6db93b76b8fc0152bf480911dd214eb1b,gaits2.tex,17848,17879
